Name,Address,Beer,Shot,Cocktail,Price,Description,Start,End,Open,Close
Rocka Rolla,"486 Metropolitan Ave, Brooklyn, NY 11211",1,0,0,3,$3 Bud schooners,"[12,12,12,12,12,12,12]","[23,23,23,23,23,23,23]","[12,12,12,12,12,12,12]","[23,23,23,23,23,23,23]"
